TestTime/h,Current/mA,Voltage/V,Capacity/mAh,AuxTemp/dC.,Cycle-Index,Step-State
0.0,250.0,4.102214764270867,0.0,25.0,1,rated
0.0303070033260372,250.0,4.100333878609039,7.576750831509345,25.0,1,rated
0.0606140066520746,250.0,4.098758617431321,15.15350166301869,25.0,1,rated
0.090921009978112,250.0,4.0966494716246,22.73025249452803,25.0,1,rated
0.1212280133041494,250.0,4.094317218809988,30.30700332603738,25.0,1,rated
0.1515350166301868,250.0,4.092809768439655,37.883754157546726,25.0,1,rated
0.1818420199562242,250.0,4.090890249673812,45.46050498905606,25.0,1,rated
0.2121490232822616,250.0,4.08928899243875,53.03725582056541,25.0,1,rated
0.242456026608299,250.0,4.087223510548549,60.61400665207476,25.0,1,rated
0.2727630299343364,250.0,4.085922310587876,68.19075748358411,25.0,1,rated
0.3030700332603738,250.0,4.084294134515814,75.76750831509345,25.0,1,rated
0.333377036586411,250.0,4.0829809475470045,83.34425914660278,25.0,1,rated
0.3636840399124486,250.0,4.081194945118377,90.92100997811212,25.0,1,rated
0.3939910432384858,250.0,4.079747916864128,98.49776080962148,25.0,1,rated
0.4242980465645232,250.0,4.077911141130473,106.07451164113084,25.0,1,rated
0.4546050498905608,250.0,4.077273731681644,113.65126247264018,25.0,1,rated
0.484912053216598,250.0,4.075081187502778,121.22801330414951,25.0,1,rated
0.5152190565426354,250.0,4.0743460962511655,128.80476413565887,25.0,1,rated
0.5455260598686728,250.0,4.072741035986943,136.3815149671682,25.0,1,rated
0.5758330631947102,250.0,4.071331603224058,143.95826579867753,25.0,1,rated
0.6061400665207476,250.0,4.070096199203714,151.5350166301869,25.0,1,rated
0.6364470698467848,250.0,4.06883135804848,159.11176746169622,25.0,1,rated
0.6667540731728222,250.0,4.067798257830352,166.68851829320556,25.0,1,rated
0.6970610764988596,250.0,4.066474394696838,174.26526912471493,25.0,1,rated
0.7273680798248972,250.0,4.065584407637317,181.84201995622425,25.0,1,rated
0.7576750831509343,250.0,4.063730333261784,189.4187707877336,25.0,1,rated
0.7879820864769718,250.0,4.062920445376374,196.99552161924296,25.0,1,rated
0.8182890898030092,250.0,4.061583477903673,204.5722724507523,25.0,1,rated
0.8485960931290466,250.0,4.060773484060174,212.14902328226165,25.0,1,rated
0.878903096455084,250.0,4.059066284597032,219.725774113771,25.0,1,rated
0.9092100997811216,250.0,4.058307484083798,227.3025249452804,25.0,1,rated
0.9395171031071587,250.0,4.057318896469322,234.87927577678968,25.0,1,rated
0.9698241064331962,250.0,4.055894532826903,242.45602660829903,25.0,1,rated
1.0001311097592336,250.0,4.055316413198053,250.0327774398084,25.0,1,rated
1.030438113085271,250.0,4.054096128331143,257.60952827131774,25.0,1,rated
1.0607451164113084,250.0,4.053215377737476,265.1862791028271,25.0,1,rated
1.0910521197373457,250.0,4.052171642415386,272.76302993433643,25.0,1,rated
1.121359123063383,250.0,4.050761385061122,280.3397807658458,25.0,1,rated
1.1516661263894203,250.0,4.049786671972113,287.91653159735506,25.0,1,rated
1.1819731297154579,250.0,4.048905337542502,295.49328242886446,25.0,1,rated
1.2122801330414952,250.0,4.0481058398156105,303.0700332603738,25.0,1,rated
1.2425871363675327,250.0,4.047146729222293,310.64678409188315,25.0,1,rated
1.2728941396935698,250.0,4.045864503894677,318.22353492339244,25.0,1,rated
1.3032011430196073,250.0,4.044924096895655,325.80028575490184,25.0,1,rated
1.3335081463456446,250.0,4.0439338307208486,333.3770365864111,25.0,1,rated
1.3638151496716822,250.0,4.043032743284638,340.9537874179205,25.0,1,rated
1.3941221529977195,250.0,4.042166142909942,348.53053824942987,25.0,1,rated
1.424429156323757,250.0,4.041259120936771,356.10728908093927,25.0,1,rated
1.4547361596497943,250.0,4.040776055284514,363.6840399124485,25.0,1,rated
1.4850431629758316,250.0,4.03934885468614,371.2607907439579,25.0,1,rated
1.515350166301869,250.0,4.03848441065388,378.8375415754672,25.0,1,rated
1.5456571696279064,250.0,4.037731770763328,386.4142924069766,25.0,1,rated
1.5759641729539438,250.0,4.03655278217478,393.99104323848593,25.0,1,rated
1.6062711762799813,250.0,4.035778017907745,401.5677940699953,25.0,1,rated
1.6365781796060186,250.0,4.034967320461895,409.1445449015046,25.0,1,rated
1.666885182932056,250.0,4.034236528960705,416.721295733014,25.0,1,rated
1.6971921862580932,250.0,4.032939231881866,424.2980465645233,25.0,1,rated
1.7274991895841307,250.0,4.032600718403189,431.8747973960327,25.0,1,rated
1.757806192910168,250.0,4.0313827397715984,439.451548227542,25.0,1,rated
1.7881131962362056,250.0,4.030616300836105,447.0282990590514,25.0,1,rated
1.818420199562243,250.0,4.0298829635929625,454.6050498905608,25.0,1,rated
1.84872720288828,250.0,4.028978337469129,462.18180072207,25.0,1,rated
1.8790342062143175,250.0,4.028191725286067,469.75855155357937,25.0,1,rated
1.9093412095403552,250.0,4.02714884806674,477.3353023850888,25.0,1,rated
1.9396482128663923,250.0,4.026244807497098,484.91205321659805,25.0,1,rated
1.9699552161924296,250.0,4.025446302108775,492.48880404810745,25.0,1,rated
2.000262219518467,250.0,4.024317456623984,500.0655548796168,25.0,1,rated
2.0305692228445045,250.0,4.023891910044004,507.6423057111261,25.0,1,rated
2.060876226170542,250.0,4.022624910254876,515.2190565426355,25.0,1,rated
2.0911832294965795,250.0,4.021656858228362,522.7958073741448,25.0,1,rated
2.121490232822617,250.0,4.0214466753247295,530.3725582056542,25.0,1,rated
2.1517972361486537,250.0,4.020131720708438,537.9493090371634,25.0,1,rated
2.182104239474691,250.0,4.019043492912398,545.5260598686729,25.0,1,rated
2.2124112428007288,250.0,4.018766334583262,553.1028107001822,25.0,1,rated
2.242718246126766,250.0,4.017442317927707,560.6795615316915,25.0,1,rated
2.2730252494528034,250.0,4.016828434983612,568.2563123632008,25.0,1,rated
2.3033322527788407,250.0,4.015552823514083,575.8330631947101,25.0,1,rated
2.333639256104879,250.0,4.014766171245563,583.4098140262196,25.0,1,rated
2.363946259430916,250.0,4.013569494427674,590.9865648577289,25.0,1,rated
2.3942532627569526,250.0,4.012610315031777,598.5633156892383,25.0,1,rated
2.4245602660829904,250.0,4.011874910646855,606.1400665207476,25.0,1,rated
2.454867269409028,250.0,4.011125438976559,613.7168173522571,25.0,1,rated
2.4851742727350654,250.0,4.010363810192107,621.2935681837663,25.0,1,rated
2.5154812760611027,250.0,4.009744502973251,628.8703190152756,25.0,1,rated
2.5457882793871396,250.0,4.008099374149184,636.4470698467849,25.0,1,rated
2.576095282713178,250.0,4.007545047234744,644.0238206782943,25.0,1,rated
2.606402286039214,250.0,4.006250430460194,651.6005715098037,25.0,1,rated
2.636709289365252,250.0,4.005358981817418,659.177322341313,25.0,1,rated
2.6670162926912893,250.0,4.0041011304305,666.7540731728222,25.0,1,rated
2.697323296017327,250.0,4.003103131353359,674.3308240043317,25.0,1,rated
2.7276302993433643,250.0,4.002243570570841,681.907574835841,25.0,1,rated
2.7579373026694016,250.0,4.001159779520617,689.4843256673504,25.0,1,rated
2.7882443059954394,250.0,4.000395655740923,697.0610764988597,25.0,1,rated
2.8185513093214767,250.0,3.9992526759778793,704.6378273303692,25.0,1,rated
2.848858312647514,250.0,3.998638999071868,712.2145781618785,25.0,1,rated
2.8791653159735513,250.0,3.997414034178046,719.7913289933878,25.0,1,rated
2.9094723192995886,250.0,3.996409959501803,727.368079824897,25.0,1,rated
2.9397793226256264,250.0,3.995596812838637,734.9448306564065,25.0,1,rated
2.970086325951663,250.0,3.994464315751736,742.5215814879158,25.0,1,rated
3.000393329277701,250.0,3.9933435690219183,750.0983323194251,25.0,1,rated
3.030700332603738,250.0,3.992322229345085,757.6750831509345,25.0,1,rated
3.0610073359297756,250.0,3.9913045400250313,765.2518339824438,25.0,1,rated
3.091314339255813,250.0,3.990531468472003,772.8285848139532,25.0,1,rated
3.12162134258185,250.0,3.989459195383011,780.4053356454625,25.0,1,rated
