t_s,I_A,voltage_V,V_pos_V,V_neg_V,sum_residual_mV,T_degC,soc,seg_id,seg_type
0.0,-10.0,3.695242084672808,3.762556550482859,0.0672461442236248,-0.0683215864261121,25.0,0.2,1,anode_hold
1.0,-10.0,3.6968481137972455,3.7629006867510335,0.0659319467405205,-0.1206262132673607,25.02372929002785,0.20055555555555557,1,anode_hold
2.0,-10.0,3.700390950223523,3.764934784476838,0.0642796432915099,-0.2641909618050775,25.04770479998322,0.20111111111111113,1,anode_hold
3.0,-10.0,3.702603343221526,3.765914491426006,0.0631532233243846,-0.1579248800953614,25.07191618843807,0.2016666666666667,1,anode_hold
4.0,-10.0,3.705116495130027,3.766298541482649,0.0608542007614391,-0.3278455911828182,25.096332482080275,0.20222222222222222,1,anode_hold
5.0,-10.0,3.707712646669436,3.7678260787832674,0.0603826965156555,0.2692644018242873,25.120969868102826,0.20277777777777778,1,anode_hold
6.0,-10.0,3.709775703722946,3.7685347632525783,0.0587623885832194,0.00332905358702,25.145810960970497,0.20333333333333334,1,anode_hold
7.0,-10.0,3.712983166391837,3.770064154279084,0.0563936206030531,-0.6873672841938294,25.170847984952648,0.2038888888888889,1,anode_hold
8.0,-10.0,3.7154877105938975,3.7702296502613786,0.0547990613680443,0.0571217005642665,25.19608259138805,0.20444444444444446,1,anode_hold
9.0,-10.0,3.719383685594166,3.771546586567645,0.053193797586636,1.0308966131575836,25.221536391352384,0.205,1,anode_hold
10.0,-10.0,3.721011633489325,3.772994940325181,0.0518511575935873,-0.1321492422694525,25.247140987746604,0.20555555555555555,1,anode_hold
11.0,-10.0,3.723280491384443,3.774066690639122,0.0505257810212534,-0.2604182334251526,25.27291973941987,0.2061111111111111,1,anode_hold
12.0,-10.0,3.725639403344973,3.77399277743036,0.0495307552905858,1.1773812051996124,25.298883445305243,0.20666666666666667,1,anode_hold
13.0,-10.0,3.7277934709053806,3.775403153474899,0.0474994469901448,-0.1102355793731746,25.325020644303187,0.20722222222222222,1,anode_hold
14.0,-10.0,3.729928657486512,3.7765642885849577,0.0464509306729924,-0.1847004254531548,25.35132235360525,0.20777777777777778,1,anode_hold
15.0,-10.0,3.73237240661789,3.777200820486186,0.0449405637595291,0.112149891232427,25.37778751945532,0.20833333333333334,1,anode_hold
16.0,-10.0,3.7348638895278112,3.778781698690698,0.0441131785952148,0.1953694323280075,25.404415097440022,0.2088888888888889,1,anode_hold
17.0,-10.0,3.736871498790168,3.77887324704157,0.0425101975322791,0.5084492808764551,25.43120313449596,0.20944444444444446,1,anode_hold
18.0,-10.0,3.739429686729036,3.7802642906894337,0.0414261371226616,0.591533162264124,25.45815006040222,0.21,1,anode_hold
19.0,-10.0,3.741231647263708,3.780767587853128,0.0394672190493286,-0.0687215400914098,25.48525373747016,0.21055555555555555,1,anode_hold
20.0,-10.0,3.7433643697326016,3.782419391629504,0.038582838670026,-0.4721832268752557,25.51251113522748,0.2111111111111111,1,anode_hold
21.0,-10.0,3.745774076378154,3.782892559952038,0.0373445934714122,0.2261098975280262,25.539918745216,0.21166666666666667,1,anode_hold
22.0,-10.0,3.747341110474689,3.783676950176045,0.0370625307485656,0.726691047209016,25.567472437456605,0.21222222222222223,1,anode_hold
23.0,-10.0,3.748901612051574,3.784162836604392,0.0358224033881989,0.561178835380538,25.595165379814105,0.2127777777777778,1,anode_hold
24.0,-10.0,3.75099781566835,3.7860878287162447,0.0344390703642618,-0.6509426836327492,25.6230039577996,0.21333333333333335,1,anode_hold
25.0,-10.0,3.753363325782888,3.786732848473461,0.0331701062861683,-0.1994164044041291,25.65098425298529,0.2138888888888889,1,anode_hold
26.0,-10.0,3.7560020717700384,3.787664728212913,0.0321625131653137,0.4998567224392403,25.679101429554787,0.21444444444444447,1,anode_hold
27.0,-10.0,3.757510395912445,3.7887021850887166,0.0305590900413401,-0.6326991349316913,25.707357645832648,0.215,1,anode_hold
28.0,-10.0,3.7595053797589695,3.789359705426588,0.0293973134275939,-0.457012240024035,25.73575798508257,0.21555555555555556,1,anode_hold
29.0,-10.0,3.7617675363733074,3.789940506863489,0.0288098209014184,0.6368504112366224,25.76429039258437,0.21611111111111111,1,anode_hold
30.0,-10.0,3.7631154170556,3.790769181619903,0.028366838559096,0.7130739947922571,25.792943794249958,0.21666666666666667,1,anode_hold
31.0,-10.0,3.7653315918638297,3.791658155102666,0.0264052670966924,0.0787038578566878,25.821718925828083,0.21722222222222223,1,anode_hold
32.0,-10.0,3.767871293761504,3.793212157402729,0.025027843894824,-0.3130197464011885,25.85062922140363,0.2177777777777778,1,anode_hold
33.0,-10.0,3.769994659198793,3.793261237358948,0.0235274504751636,0.2608723150077097,25.879665230456855,0.21833333333333335,1,anode_hold
34.0,-10.0,3.7719887838412975,3.794400091610018,0.0222171703459673,-0.1941374227518721,25.90881479557238,0.2188888888888889,1,anode_hold
35.0,-10.0,3.774198532031947,3.7953405134755593,0.021596880896216,0.4548994526039074,25.938088854627413,0.21944444444444444,1,anode_hold
36.0,-10.0,3.775149776492987,3.796352960831316,0.0205425908485048,-0.6605934898242793,25.96747211305512,0.22,1,anode_hold
37.0,-10.0,3.7783422204877337,3.7973101067450687,0.0191044259022975,0.1365396449624079,25.996957489236,0.22055555555555556,1,anode_hold
38.0,-10.0,3.7798458215000905,3.797622512973395,0.0179632999446934,0.1866084713890714,26.026567262134268,0.22111111111111112,1,anode_hold
39.0,-10.0,3.781728520414506,3.798335178101909,0.0166598507432401,0.0531930558373971,26.056282280268,0.22166666666666668,1,anode_hold
40.0,-10.0,3.78436358179224,3.7996986442985503,0.0154609169577674,0.1258544514572968,26.086097169844688,0.2222222222222222,1,anode_hold
41.0,-10.0,3.786488990157337,3.8008941608781424,0.013793417323049,-0.6117533977558764,26.116016980101364,0.22277777777777777,1,anode_hold
42.0,-10.0,3.788117945203362,3.8015729052818665,0.0129569769420957,-0.4979831364089193,26.14603449838249,0.22333333333333333,1,anode_hold
43.0,-10.0,3.7898894592774512,3.802213206114663,0.0119695736423482,-0.3541731948630833,26.176145092544587,0.2238888888888889,1,anode_hold
