TestTime/h,Current/mA,Voltage/V,Capacity/mAh,AuxTemp/dC.,Cycle-Index,Step-State
0.0,250.0,4.097201562315854,0.0,25.0,1,rated
0.025269761900515,250.0,4.095652822218633,6.317440475128752,25.0,1,rated
0.05053952380103,250.0,4.0931176763459565,12.634880950257504,25.0,1,rated
0.075809285701545,250.0,4.091956628099439,18.952321425386256,25.0,1,rated
0.10107904760206,250.0,4.090568776713307,25.269761900515007,25.0,1,rated
0.126348809502575,250.0,4.089045047917493,31.58720237564376,25.0,1,rated
0.15161857140309,250.0,4.0873415886307845,37.90464285077251,25.0,1,rated
0.176888333303605,250.0,4.08597494028589,44.22208332590126,25.0,1,rated
0.20215809520412,250.0,4.084227518034533,50.539523801030015,25.0,1,rated
0.227427857104635,250.0,4.082803963462336,56.85696427615876,25.0,1,rated
0.25269761900515,250.0,4.0812846644914815,63.17440475128752,25.0,1,rated
0.277967380905665,250.0,4.079621225209343,69.49184522641627,25.0,1,rated
0.30323714280618,250.0,4.078286473909174,75.80928570154502,25.0,1,rated
0.328506904706695,250.0,4.077185152691944,82.12672617667377,25.0,1,rated
0.35377666660721,250.0,4.0756811798705845,88.44416665180252,25.0,1,rated
0.379046428507725,250.0,4.074774900324439,94.76160712693128,25.0,1,rated
0.40431619040824,250.0,4.073538667644634,101.07904760206004,25.0,1,rated
0.429585952308755,250.0,4.072436618077506,107.39648807718878,25.0,1,rated
0.45485571420927,250.0,4.070898905481818,113.71392855231753,25.0,1,rated
0.480125476109785,250.0,4.0700237432045085,120.03136902744627,25.0,1,rated
0.5053952380103002,250.0,4.068423600322448,126.34880950257504,25.0,1,rated
0.530664999910815,250.0,4.067313887430895,132.66624997770376,25.0,1,rated
0.5559347618113302,250.0,4.066380133178571,138.98369045283255,25.0,1,rated
0.5812045237118452,250.0,4.06532094872476,145.30113092796128,25.0,1,rated
0.6064742856123602,250.0,4.063859449717503,151.61857140309004,25.0,1,rated
0.6317440475128752,250.0,4.062761209240459,157.93601187821878,25.0,1,rated
0.6570138094133902,250.0,4.062119725360586,164.25345235334754,25.0,1,rated
0.6822835713139052,250.0,4.060830603608263,170.5708928284763,25.0,1,rated
