TestTime/h,Current/mA,Voltage/V,Capacity/mAh,AuxTemp/dC.,Cycle-Index,Step-State
0.0,250.0,4.107023069703088,0.0,25.0,1,rated
0.0326522634372172,250.0,4.103999612890212,8.163065859304345,25.0,1,rated
0.0653045268744346,250.0,4.102528069907655,16.32613171860869,25.0,1,rated
0.097956790311652,250.0,4.100304098675613,24.489197577913032,25.0,1,rated
0.1306090537488694,250.0,4.098341477406163,32.65226343721738,25.0,1,rated
0.1632613171860868,250.0,4.096446048701452,40.815329296521725,25.0,1,rated
0.1959135806233042,250.0,4.0941867919719925,48.978395155826064,25.0,1,rated
0.2285658440605216,250.0,4.092692137972834,57.14146101513042,25.0,1,rated
0.261218107497739,250.0,4.09076098526296,65.30452687443476,25.0,1,rated
0.2938703709349564,250.0,4.089843553383233,73.46759273373911,25.0,1,rated
0.3265226343721738,250.0,4.087520112568599,81.63065859304345,25.0,1,rated
0.3591748978093912,250.0,4.085753161010017,89.7937244523478,25.0,1,rated
0.3918271612466084,250.0,4.084170545757595,97.95679031165211,25.0,1,rated
0.424479424683826,250.0,4.082552348186275,106.1198561709565,25.0,1,rated
0.4571316881210432,250.0,4.080990861801818,114.28292203026083,25.0,1,rated
0.4897839515582608,250.0,4.079673536627341,122.4459878895652,25.0,1,rated
0.522436214995478,250.0,4.078420816282362,130.6090537488695,25.0,1,rated
0.5550884784326954,250.0,4.076871856139094,138.77211960817388,25.0,1,rated
0.587740741869913,250.0,4.07572815133336,146.93518546747822,25.0,1,rated
0.6203930053071302,250.0,4.074135048778659,155.09825132678256,25.0,1,rated
0.6530452687443477,250.0,4.07283913141127,163.2613171860869,25.0,1,rated
0.6856975321815648,250.0,4.071823058447091,171.42438304539124,25.0,1,rated
0.7183497956187824,250.0,4.0703223584475285,179.5874489046956,25.0,1,rated
0.7510020590559998,250.0,4.06883104675229,187.75051476399997,25.0,1,rated
0.783654322493217,250.0,4.067633075753929,195.91358062330423,25.0,1,rated
0.8163065859304346,250.0,4.066533579320383,204.07664648260865,25.0,1,rated
0.848958849367652,250.0,4.065586086144519,212.239712341913,25.0,1,rated
0.8816111128048694,250.0,4.063935986017114,220.40277820121733,25.0,1,rated
0.9142633762420866,250.0,4.0627487709956,228.56584406052167,25.0,1,rated
0.946915639679304,250.0,4.061821733007189,236.72890991982604,25.0,1,rated
