t_s,I_A,voltage_V,V_pos_V,V_neg_V,sum_residual_mV,T_degC,soc,seg_id,seg_type
0.0,-2.5,3.5710413766994678,3.7218738801473576,0.1517072839201757,0.8747804722855079,24.999999999999943,0.2,1,anode_hold
1.0,-2.5,3.571946738210413,3.722468262712428,0.1502312761952474,-0.2902483067677153,25.00221260558661,0.2001388888888889,1,anode_hold
2.0,-2.5,3.572500889307745,3.722257152933426,0.1500846006205093,0.328336994828593,25.004440967845447,0.20027777777777778,1,anode_hold
3.0,-2.5,3.572673251978532,3.7226717273821697,0.1503658280175657,0.3673526139280625,25.00668409345565,0.2004166666666667,1,anode_hold
4.0,-2.5,3.57396969939868,3.723094442001874,0.1496202603348227,0.4955177316285919,25.00894049557889,0.20055555555555557,1,anode_hold
5.0,-2.5,3.5744377062709507,3.723211682257296,0.1493065314100648,0.5325554237201047,25.01121250274512,0.20069444444444445,1,anode_hold
6.0,-2.5,3.5747331230340884,3.723700383022191,0.1493190645869264,0.3518045988237794,25.013493798683708,0.20083333333333334,1,anode_hold
7.0,-2.5,3.575635865333791,3.7245594571276506,0.1480950076780696,-0.8285841157902318,25.0157910469582,0.20097222222222225,1,anode_hold
8.0,-2.5,3.5761237432534454,3.724323722004161,0.1486279072922741,0.4279285415589307,25.01809905915262,0.20111111111111113,1,anode_hold
9.0,-2.5,3.576642221214764,3.7247378712242,0.1476070760801409,-0.4885739292945779,25.020417516345056,0.20125,1,anode_hold
10.0,-2.5,3.5770897639970824,3.725396453642534,0.1477417115687638,-0.564978076687872,25.022746151449496,0.2013888888888889,1,anode_hold
11.0,-2.5,3.577757076380834,3.7251906635851024,0.1480313481460368,0.5977609417686658,25.025087171539443,0.20152777777777778,1,anode_hold
12.0,-2.5,3.577868594174232,3.7253891030745994,0.1474741913178782,-0.0463175824885198,25.02744389789396,0.2016666666666667,1,anode_hold
13.0,-2.5,3.578533663389645,3.725535877793249,0.1472111435656772,0.2089291620737121,25.02980416486885,0.20180555555555554,1,anode_hold
14.0,-2.5,3.578926240365339,3.7262640737520174,0.1465003588110226,-0.8374745756567492,25.0321694053591,0.20194444444444445,1,anode_hold
15.0,-2.5,3.579722579461733,3.726439938964975,0.1466960711298734,-0.0212883733681223,25.03455200911825,0.20208333333333334,1,anode_hold
16.0,-2.5,3.5800251717105027,3.7270201309399504,0.146183443299516,-0.8115159299317831,25.03693679964988,0.20222222222222222,1,anode_hold
17.0,-2.5,3.580383094030614,3.727254730442339,0.1459680499719751,-0.9035864397497484,25.039337805112744,0.2023611111111111,1,anode_hold
18.0,-2.5,3.5806936733217616,3.72641375604486,0.1462860998108678,0.5660170877694881,25.04173906984829,0.20249999999999999,1,anode_hold
19.0,-2.5,3.581297926696257,3.727314646070819,0.1456829014818869,-0.3338178926748369,25.04415734824877,0.2026388888888889,1,anode_hold
20.0,-2.5,3.581824365530573,3.727941786873637,0.1456139031137064,-0.503518229357347,25.046575626649258,0.20277777777777778,1,anode_hold
21.0,-2.5,3.582179275584666,3.727617891308594,0.1451326052192617,-0.3060105046657213,25.04900855975585,0.20291666666666666,1,anode_hold
22.0,-2.5,3.583089545893552,3.727786112711328,0.145323974669185,0.6274078514096892,25.0514429212793,0.20305555555555554,1,anode_hold
23.0,-2.5,3.5834381576077994,3.727596854258645,0.1443147114407459,0.1560147899004604,25.05389522714624,0.20319444444444446,1,anode_hold
24.0,-2.5,3.582756517878501,3.728489459102284,0.1441993341601252,-1.5336070636573496,25.05635181461015,0.20333333333333334,1,anode_hold
25.0,-2.5,3.5834368889573835,3.728045563774764,0.1442695545429182,-0.3391202744618127,25.058808402074053,0.20347222222222222,1,anode_hold
26.0,-2.5,3.5843848876125413,3.728605141175681,0.1436257280450073,-0.5945255181325493,25.06126498953796,0.2036111111111111,1,anode_hold
27.0,-2.5,3.5847424430844663,3.728647674852523,0.1439358585914436,0.0306268233871698,25.063737201608703,0.20375,1,anode_hold
28.0,-2.5,3.585363675615149,3.7290776485443087,0.1437672367047999,0.0532637756402998,25.066219842659297,0.2038888888888889,1,anode_hold
